repo,number,title,state,created_at,closed_at,labels
ollama/ollama,12768,Deepseek-r1:70b seems only uses one GPU out of four,closed,2025-10-24 08:45:45,2025-10-24 16:44:03,
ollama/ollama,12767,API docs on website are outdated,open,2025-10-24 08:08:37,,documentation
ollama/ollama,12766,OCT 24 2025 | ollama version is 0.12.6 | Not running |Windows 10,closed,2025-10-24 07:50:42,2025-10-24 08:45:03,bug
ollama/ollama,12765,An optional command line parameter in ollama pull to rename a downloaded model,closed,2025-10-24 07:32:03,2025-10-24 16:46:39,feature request
ollama/ollama,12764,A way to quickly stop models via Ollama's system tray symbol in Windows,open,2025-10-24 07:28:43,,feature request
ollama/ollama,12763,Gpt-Oss Template does not handle enum arrays correctly In Tools,open,2025-10-24 05:52:35,,"bug,tools"
ollama/ollama,12762,Opening settings menu clears unsent prompts,open,2025-10-24 04:07:20,,"bug,app"
ollama/ollama,12761,fix(llama.cpp): Set final embedding to res->t_embd to fix error with PLaMo2 models,closed,2025-10-24 03:17:27,2025-10-24 18:01:21,
ollama/ollama,12760,求助,open,2025-10-24 02:38:18,,needs more info
ollama/ollama,12759,cloud: set the proxy content-type to the same as local models,closed,2025-10-24 02:10:24,2025-10-25 17:57:11,
ollama/ollama,12758,llm: Change memory allocation backoff from exponential to incremental,closed,2025-10-23 19:03:16,2025-10-23 19:58:32,
ollama/ollama,12757,"Qwen3-Embedding-8B  ""model does not support embeddings""",open,2025-10-23 17:24:46,,"bug,needs more info"
ollama/ollama,12756,Server crashes when trying to run some models,closed,2025-10-23 13:37:12,2025-10-23 17:59:35,bug
ollama/ollama,12755,"Error: command must be one of ""from"", ""license"", ""template"", ""system"", ""adapter"", ""parameter"", or ""message""",closed,2025-10-23 12:21:41,2025-10-23 15:09:32,bug
ollama/ollama,12754,Title: ROCm GPU (RX 7900 XTX) Not Utilized on Windows 11 with iGPU Present - Fallback to CPU,closed,2025-10-23 10:48:23,2025-10-30 22:12:16,"bug,windows,amd"
ollama/ollama,12753,如何将多模态模型从safetensor格式转到ollama可用的格式？,closed,2025-10-23 10:36:41,2025-11-06 11:49:50,needs more info
ollama/ollama,12752,gpt-oss:120b fails to load on Windows (Ollama 0.12.6) with AMD AI Max+ 395 (96GB VRAM) — works fine on Ubuntu,open,2025-10-23 09:22:53,,"bug,needs more info,memory"
ollama/ollama,12751,[qwen3-coder] Improper parsing/signalling of tool calls with multiple tools,open,2025-10-23 08:47:23,,bug
ollama/ollama,12750,Trying to pull models does not work on multiple machines,closed,2025-10-23 07:34:14,2025-10-23 10:06:04,bug
ollama/ollama,12749,docs: add VT Code project to Community Integrations Terminal,closed,2025-10-23 05:51:51,2025-10-23 19:29:50,
ollama/ollama,12748,ollama 0.12.6-1 doesn't detect total vram AMD GPU - due to broken Arch linux packages,open,2025-10-23 00:35:40,,"bug,linux"
ollama/ollama,12747,kvcache: Remove special case for reservation mask,closed,2025-10-22 23:12:01,2025-10-23 00:38:04,
ollama/ollama,12746,Benchmarking Local Ollama Models (Performance & Quality) - created.,open,2025-10-22 22:18:56,,feature request
ollama/ollama,12745,docs: add Agent Platforms & Orchestration category with entry for AgentSystems,open,2025-10-22 21:47:52,,
ollama/ollama,12744,docs: add Agent Platforms & Orchestration category with AgentSystems,closed,2025-10-22 21:29:01,2025-10-22 21:35:27,
ollama/ollama,12743,olmOCR 2 7B 1025 (for local use),closed,2025-10-22 21:14:50,2025-10-23 22:05:10,model
ollama/ollama,12742,llamarunner: Record the time for all batches during prompt processing,closed,2025-10-22 19:00:44,2025-10-22 20:52:58,
ollama/ollama,12741,gpt-oss:20b generating lots of repeated chunks ( is worse when prompt contains typos ),closed,2025-10-22 18:04:13,2025-10-23 22:07:23,bug
ollama/ollama,12739,feat(ggml): sync implementations for other CPU architectures with ggml,open,2025-10-22 15:31:25,,
ollama/ollama,12738,"tools: parse tool calls that don't conform to (""name"": name, ""arguments"": args}",closed,2025-10-22 14:53:11,2025-10-22 18:34:28,
ollama/ollama,12737,cmake: restrict GGML_CPU_ALL_VARIANTS to supported architectures,open,2025-10-22 14:28:04,,
ollama/ollama,12736,qwen3 regression: thinking spills into message content with think=false,closed,2025-10-22 13:52:20,2025-10-23 08:36:38,bug
ollama/ollama,12735,feat: Enable image embeddings for vision models,closed,2025-10-22 13:36:03,2025-11-12 19:18:14,
ollama/ollama,12734,ROCM: 7.x.x support,open,2025-10-22 05:11:59,,"feature request,amd"
ollama/ollama,12733,Flush EOS piece before removing sequence,closed,2025-10-22 02:35:08,2025-10-22 04:31:59,
ollama/ollama,12732,routes/types: add tool call id,closed,2025-10-22 02:20:53,2025-11-06 06:35:25,
ollama/ollama,12731,"""Access is denied"" on Windows when built with Go 1.25.3",open,2025-10-22 02:15:44,,"bug,windows,build"
ollama/ollama,12730,server: Consolidate embedding truncation in runner,closed,2025-10-22 01:54:09,2025-10-27 18:59:13,
ollama/ollama,12729,Add Multi-Model Pull and Multi-Path Storage Support,open,2025-10-22 01:37:14,,
ollama/ollama,12728,Inaccurate last modified timestamp,closed,2025-10-21 22:50:06,2025-10-22 00:31:34,feature request
ollama/ollama,12727,Ollama server fails to load big models with Nvidia GPU installed: out of pinned memory,open,2025-10-21 21:18:48,,bug
ollama/ollama,12726,JSON Schema with pattern not working,open,2025-10-21 20:19:36,,bug
ollama/ollama,12725,Optimization with Nvidia DGX Spark,closed,2025-10-21 19:30:15,2025-10-21 21:15:42,bug
ollama/ollama,12724,cloud: don't error sending empty messages,closed,2025-10-21 18:59:51,2025-10-22 01:12:14,
ollama/ollama,12723,Add ollama embed CLI command for interactive embeddings,closed,2025-10-21 15:18:31,2025-11-06 06:51:25,
ollama/ollama,12722,100% GPU Model Runs 100% CPU,closed,2025-10-21 11:36:40,2025-10-21 12:25:11,bug
ollama/ollama,12721,feat: Enable image embeddings for vision models,closed,2025-10-21 09:46:47,2025-10-22 12:20:14,
ollama/ollama,12720,Support for Intel Arc GPU,closed,2025-10-21 08:32:54,2025-10-21 19:11:35,feature request
ollama/ollama,12719,deepseek-r1:14b does not support tools,closed,2025-10-21 06:09:04,2025-10-21 07:10:23,bug
ollama/ollama,12718,Ollama asks for admin password on Managed macOS accounts,closed,2025-10-21 03:21:27,2025-11-26 12:34:27,feature request
ollama/ollama,12717,Consolidate embeddings truncation,closed,2025-10-21 03:04:28,2025-10-27 19:16:09,bug
ollama/ollama,12716,Ling-V2,closed,2025-10-21 02:47:21,2025-10-21 07:23:55,model
ollama/ollama,12715,embeddings: base64 encoding fix ,closed,2025-10-21 00:44:06,2025-10-22 18:27:44,
ollama/ollama,12714,runner: always truncate embeddings requests,closed,2025-10-20 23:05:47,2025-10-20 23:47:05,
ollama/ollama,12713,model/parsers: remove warning for missing <think> tag for qwen3-vl,closed,2025-10-20 21:42:25,2025-10-20 23:03:43,
ollama/ollama,12712,chore: simplify server tests,open,2025-10-20 21:19:41,,
ollama/ollama,12711,docs: vulkan information,closed,2025-10-20 21:09:31,2025-11-04 23:50:14,
ollama/ollama,12710,After updating to v0.12.6 mxbai-embed-large stopped working.,closed,2025-10-20 20:53:02,2025-10-20 23:47:06,bug
ollama/ollama,12709,`ollama run` should work with embedding models,closed,2025-10-20 18:22:37,2025-11-23 20:19:32,feature request
ollama/ollama,12708,"failure during GPU discovery (AMD 7900 XT) using systemd, but OK from command line",closed,2025-10-20 17:20:58,2025-11-08 09:41:59,"bug,amd,gpu"
ollama/ollama,12707,cuda: get driver version after props,closed,2025-10-20 15:49:32,2025-10-20 17:57:27,
ollama/ollama,12706,"""vocab only"" loading issue",closed,2025-10-20 14:33:46,2025-10-20 15:06:23,bug
ollama/ollama,12705,Ollama 0.12.6 crashes Terminal.app on MacOS X,open,2025-10-20 13:01:18,,bug
ollama/ollama,12703,docker build not successful,open,2025-10-20 11:36:20,,bug
ollama/ollama,12702,deepseek-v3.1:671b-cloud not parsing tool calls correctly,closed,2025-10-20 10:27:17,2025-11-08 01:13:27,bug
ollama/ollama,12701,DeepSeek OCR,closed,2025-10-20 09:15:44,2025-11-19 02:21:24,model
ollama/ollama,12700,Ollama service changes folder perms to something it can't use,closed,2025-10-20 02:45:06,2025-11-13 11:31:56,bug
ollama/ollama,12699,ollama 0.12.4+ on GPU-less Windows machines gets wedged loading models,closed,2025-10-20 01:09:30,2025-11-05 18:32:39,"bug,windows,nvidia"
ollama/ollama,12698,ROCm 7.0 with gfx1103 not detected,closed,2025-10-19 23:48:53,2025-10-20 11:03:30,bug
ollama/ollama,12697,Ollama cant load cloud models,closed,2025-10-19 21:16:41,2025-10-22 01:12:15,bug
ollama/ollama,12696,"Model runner crashes with SIGABRT when prompt exceeds ~33,272 tokens on deepseek-v3.1:671b with num_ctx >= 40960",open,2025-10-19 18:44:20,,bug
ollama/ollama,12695,Stop all models,closed,2025-10-19 18:40:25,2025-10-19 18:46:11,feature request
ollama/ollama,12694,Incorrect content type in cloud-hosted models,closed,2025-10-19 17:38:06,2025-10-25 17:57:12,"bug,cloud"
ollama/ollama,12693,500 Internal Server Error: Unable to Load Model File for `granite4:tiny-h`,closed,2025-10-19 10:47:55,2025-10-20 03:19:39,bug
ollama/ollama,12692,Ollama running Granite 4 Hybrid reports wrong memory estimation,open,2025-10-19 07:54:18,,bug
ollama/ollama,12691,[Windows] Ollama server not starting when launching app,closed,2025-10-19 04:22:36,2025-11-14 01:01:16,"bug,windows"
ollama/ollama,12690,Web search does not work properly with non gpt-oss models,open,2025-10-18 19:41:57,,bug
ollama/ollama,12689,plamo-2-translate-gguf,open,2025-10-18 13:19:05,,model
ollama/ollama,12688,Ollama Cloud integration in Vim/Neovim,open,2025-10-18 10:16:08,,feature request
ollama/ollama,12687,RAG,closed,2025-10-18 06:24:47,2025-10-19 00:18:11,bug
ollama/ollama,12686,fix gemma3n on vulkan,closed,2025-10-18 01:27:21,2025-10-18 01:39:18,
ollama/ollama,12685,PaddleOCR-VL,open,2025-10-17 23:03:10,,model
ollama/ollama,12684,Local connection unavailable - version 0.12.6,closed,2025-10-17 22:16:28,2025-10-18 11:21:05,bug
ollama/ollama,12683,win: more verbose load failures,closed,2025-10-17 21:48:58,2025-10-18 00:13:16,
ollama/ollama,12682,Fan on passively cooled server GPUs (NVIDIA P40) runs at 100% after v1.30 update due to GPU inactivity,open,2025-10-17 20:52:16,,"bug,needs more info"
ollama/ollama,12681,rocm: give it more time to bootstrap,closed,2025-10-17 19:50:16,2025-10-20 16:43:05,
ollama/ollama,12680,Adding support for amd new GPUS 90xx series,closed,2025-10-17 19:14:45,2025-10-19 00:21:57,bug
ollama/ollama,12679,env config to bypass iGPUs,closed,2025-10-17 16:47:21,2025-11-04 23:51:07,
ollama/ollama,12678,deepseek-coder-v2:16b 8.9GB on disk unpacks to 20GB,closed,2025-10-17 14:29:15,2025-10-17 14:35:59,bug
ollama/ollama,12677,"Ollama Cloud, tool_calls function_id",open,2025-10-17 13:54:13,,feature request
ollama/ollama,12676,running the run code for llama3.2 led to stuck,closed,2025-10-17 12:09:07,2025-10-22 07:36:36,"bug,windows"
ollama/ollama,12675,glm4.6 not work,closed,2025-10-17 10:56:07,2025-10-18 11:20:43,bug
ollama/ollama,12674,Since v0.12.4 gpt-oss:20b does not run on GPU (CUDA),open,2025-10-17 10:38:32,,"feature request,nvidia,build"
ollama/ollama,12673,Vulkan not working on Linux (Ubuntu Server 25.10),open,2025-10-17 06:02:11,,bug
ollama/ollama,12672,"All ggml libraries fail to load on Windows Enterprise with ""The specified procedure could not be found.""",closed,2025-10-17 04:49:49,2025-11-17 20:33:47,"bug,windows,build"
ollama/ollama,12671,chore: simplify server tests,closed,2025-10-17 00:40:21,2025-10-20 20:18:07,
ollama/ollama,12670,cmd: remove generate path from ollama run,closed,2025-10-16 23:01:15,2025-11-15 00:18:37,
ollama/ollama,12669,renderers: add global flag for setting [img] tags,closed,2025-10-16 22:18:22,2025-10-16 23:37:32,
ollama/ollama,12668,cuda: tidy up CC settings,closed,2025-10-16 21:23:03,2025-10-16 23:39:30,
ollama/ollama,12667,[Model request] Add AMD Instella 3B model(s),open,2025-10-16 20:35:13,,model
ollama/ollama,12666,cuda: bring back CC 5.2,closed,2025-10-16 19:32:14,2025-10-16 20:07:42,
ollama/ollama,12665,feat(model): add qwen3vl,closed,2025-10-16 19:26:56,2025-10-29 00:39:48,
ollama/ollama,12664,vulkan: Add memory detection for Intel GPU using DXGI+PDH,closed,2025-10-16 18:13:58,2025-11-04 22:11:56,
ollama/ollama,12663,Delete partially downloaded models not working in wsl2,closed,2025-10-16 18:11:22,2025-10-16 20:26:48,bug
ollama/ollama,12662,test: harden scheduler tests,closed,2025-10-16 16:31:14,2025-10-17 15:56:44,
ollama/ollama,12661,test: add a few missing embedding models,closed,2025-10-16 15:38:13,2025-10-16 16:36:26,
ollama/ollama,12660,ollama:0.12.5 pull qwen3-coder:30b pulling manifest  Error: EOF,closed,2025-10-16 15:09:13,2025-10-17 07:18:20,bug
ollama/ollama,12659,qwen3-coder:30b (qwen3moe) loses tool capability by creating a new model,closed,2025-10-16 14:26:27,2025-10-16 15:02:02,bug
ollama/ollama,12658,Use pciid from ggml (which is device_id) as PCIID,closed,2025-10-16 14:11:42,2025-11-01 21:15:08,
ollama/ollama,12657,Ollama on Windows spawns a new netsh process every 5 seconds,closed,2025-10-16 11:55:02,2025-10-21 17:54:01,bug
ollama/ollama,12656,Remove unnecessary MacOs 13 and lower Patches,closed,2025-10-16 11:08:47,2025-11-06 23:52:56,
ollama/ollama,12655,vulkan: Get FilterID from Backend for Vulkan,closed,2025-10-16 10:48:49,2025-10-16 16:07:35,
ollama/ollama,12654,vulkan: Add memory detection for Intel GPU using Level Zero Sysman,open,2025-10-16 07:40:38,,
ollama/ollama,12653,When will Qwen3-VL-4B and Qwen3-VL-8B be available ?,closed,2025-10-16 07:21:26,2025-10-29 23:51:35,model
ollama/ollama,12652,Add InclusionAI's models,closed,2025-10-16 05:37:13,2025-11-23 20:21:33,model
ollama/ollama,12651,openai: make tool call conversion fns public,closed,2025-10-16 04:00:35,2025-10-16 04:10:30,
ollama/ollama,12650,rocm: fix prefiltering,closed,2025-10-16 03:32:42,2025-10-16 16:07:56,
ollama/ollama,12649,"After running `ollama pull bsahane/Qwen2.5-VL-7B-Instruct:Q4_K_M_benxh`, all `ollama` commands show a Segmentation Fault",closed,2025-10-16 02:31:58,2025-10-17 01:50:25,bug
ollama/ollama,12648,The latest version of ollama cannot use the previously installed gguf model,closed,2025-10-16 02:22:40,2025-11-01 10:27:40,"bug,needs more info"
ollama/ollama,12647,Grace/qwen3 thinking,closed,2025-10-16 00:26:46,2025-10-16 22:29:41,
ollama/ollama,12646,fs(ggml): fill in arch prefix if necessary,closed,2025-10-16 00:06:24,2025-10-20 23:42:18,
ollama/ollama,12645,glm-4.6 cloud name breaks some clients.,closed,2025-10-15 23:02:01,2025-10-15 23:44:48,"bug,cloud"
ollama/ollama,12644,Open Message to Mark Zuckerberg (for Developers and Platform Designers),closed,2025-10-15 21:21:17,2025-10-15 21:52:07,
ollama/ollama,12643,Support all text file formats (like AsciiDoc) in Windows UI,open,2025-10-15 19:30:00,,feature request
ollama/ollama,12642,"Revert ""Workaround broken NVIDIA iGPU free VRAM data (#12490)""",closed,2025-10-15 18:51:18,2025-10-16 16:09:49,
ollama/ollama,12641,perf: backport cuda iGPU sched spin,closed,2025-10-15 18:42:12,2025-10-15 18:52:14,
ollama/ollama,12640,ollama hanging,closed,2025-10-15 18:41:44,2025-11-05 18:32:39,"bug,windows"
ollama/ollama,12639,llm: Enable flash attention by default for gemma3,closed,2025-10-15 17:26:17,2025-10-15 17:42:13,
ollama/ollama,12638,Disable Ollama GUI Popup on API Requests (Windows 11),open,2025-10-15 15:29:59,,bug
ollama/ollama,12637,Wrap llama.cpp,closed,2025-10-15 15:20:49,2025-10-16 01:12:23,feature request
ollama/ollama,12636,OpenAI API Raw Completions does not seem to work properly,open,2025-10-15 15:02:40,,bug
ollama/ollama,12635,Granite4-small download fails,closed,2025-10-15 14:36:28,2025-10-15 14:51:30,bug
ollama/ollama,12634,errors: unable to allocate CUDA0 buffer | cudaMalloc failed: out of memory,closed,2025-10-15 11:51:47,2025-10-15 17:38:47,bug
ollama/ollama,12633,"Qwen3-embedding:0.6b does not work on v0.12.5 , but works on previous versions",closed,2025-10-15 10:51:47,2025-10-17 18:52:22,bug
ollama/ollama,12632,"Trying to use qwen-coder:30b results with ""The model you are attempting to pull requires a newer version of Ollama.""",closed,2025-10-15 10:05:45,2025-10-27 00:02:13,bug
ollama/ollama,12631,显存被限制了，显存无法吃满,closed,2025-10-15 08:23:29,2025-10-27 00:01:36,
ollama/ollama,12630,chore: fix function name in comment,closed,2025-10-15 07:24:08,2025-10-16 04:53:38,
ollama/ollama,12629,Update README.md add Libraries achatbot-go a multimodal chatbot.,closed,2025-10-15 07:17:58,2025-10-16 04:54:16,
ollama/ollama,12628,"The thinking content of OLLAMA should be placed within key ""reasoning_content""",closed,2025-10-15 06:11:04,2025-10-30 07:53:23,bug
ollama/ollama,12627,Qwen 3 vl-30b request,closed,2025-10-15 06:02:30,2025-10-29 23:43:13,model
ollama/ollama,12626,run qwen3-vl error 500,closed,2025-10-15 04:43:54,2025-10-29 23:53:05,bug
ollama/ollama,12625,types: send index for tool calls,closed,2025-10-15 02:02:42,2025-10-15 02:35:15,
ollama/ollama,12624,Download failures on corporate networks with SSL inspection,closed,2025-10-15 01:44:07,2025-11-13 11:28:18,bug
ollama/ollama,12623,llm: Perform eviction when num_gpu is set with new estimates,closed,2025-10-15 00:37:14,2025-10-15 00:46:36,
ollama/ollama,12622,Ollama fails to detect GPU after upgrading to 0.12.5 (WSL),closed,2025-10-15 00:20:45,2025-10-17 03:50:45,bug
ollama/ollama,12621,qwen3-coder: support anyOf when parsing tool calls,closed,2025-10-14 22:33:21,2025-10-14 22:51:24,
ollama/ollama,12620,Qwen3-VL-235B-A22B,closed,2025-10-14 20:48:28,2025-10-14 20:50:21,model
ollama/ollama,12619,ml/backend/ggml: NVML fallback for unified memory GPUs,closed,2025-10-14 20:26:35,2025-10-15 18:40:06,
ollama/ollama,12618,Ollama serve fails to detect Nvidia GPUs after updating to the latest version,open,2025-10-14 19:42:44,,"bug,windows,nvidia"
ollama/ollama,12617,envconfig: default to port 443 when connecting to ollama.com,closed,2025-10-14 19:15:40,2025-10-15 06:38:24,
ollama/ollama,12616,"llm: Optimize memory calculation on ZFS, Add env var control for memory check and log level",open,2025-10-14 19:14:39,,
ollama/ollama,12615,"Is `use_mmap` ineffective for some models? For example, GPT-OSS and Qwen3:30B-A3B?",closed,2025-10-14 18:04:23,2025-10-21 08:04:08,bug
ollama/ollama,12614,CI: Set up temporary opt-out Vulkan support,closed,2025-10-14 18:01:37,2025-10-15 21:18:01,
ollama/ollama,12613,ggml-backend and ollama crash using Playwright from docker local mcptoocls gateway (granite4:tiny-h and gpt-oss:x20b),open,2025-10-14 17:16:52,,"bug,macos"
ollama/ollama,12612,Unable to allocate VRAM or system RAM despite both reporting enough available,open,2025-10-14 15:57:04,,bug
ollama/ollama,12611,The embedding result of `qwen3-embedding:8b` model are all zeros.,closed,2025-10-14 15:09:09,2025-10-16 13:44:54,"bug,macos"
ollama/ollama,12610,Can't disable thinking for qwen3:30b on API & CLI,closed,2025-10-14 14:01:09,2025-10-21 16:09:53,bug
ollama/ollama,12609,"Using the command `curl -fsSL https://ollama.com/install.sh | sh` upgrades the new version, why would it modify my ollama.service?",closed,2025-10-14 13:24:04,2025-10-27 00:01:09,bug
ollama/ollama,12608,Error occurred when starting the model,closed,2025-10-14 13:08:10,2025-10-15 03:44:51,"bug,macos"
ollama/ollama,12607,feat(models): add support for apertus architecture,open,2025-10-14 10:54:26,,model
ollama/ollama,12606,GPT-OSS:20b reasoning loop when reasoning==high,open,2025-10-14 08:44:07,,bug
ollama/ollama,12605,At,closed,2025-10-14 04:42:10,2025-10-14 06:13:55,feature request
ollama/ollama,12604,runner: fix shifting on llama runner,closed,2025-10-13 20:09:54,2025-10-13 20:46:33,
ollama/ollama,12603,fix(qwen3): deepseek distill,closed,2025-10-13 19:53:26,2025-10-13 20:30:30,
ollama/ollama,12602,"[0.12.4][Linux] RX 9060 XT reports 0 VRAM, only runs on CPU",closed,2025-10-13 19:07:23,2025-10-15 00:41:17,"bug,amd"
ollama/ollama,12601,Need Qwen3 - Reranking models on Ollama,closed,2025-10-13 17:30:58,2025-10-13 19:06:20,model
ollama/ollama,12600,Continue support for AMD gfx906,open,2025-10-13 17:12:51,,"feature request,amd"
ollama/ollama,12599,NVIDIA GPU not recognized,closed,2025-10-13 16:44:49,2025-10-13 17:23:04,bug
ollama/ollama,12598,I uninstalled your app because it updates every other day.,closed,2025-10-13 15:28:17,2025-10-13 19:09:18,feature request
ollama/ollama,12597,Ollama v0.7.0 not support ollama run gpt-oss and ollama pull qwen3-embedding,closed,2025-10-13 14:29:43,2025-10-13 19:10:29,bug
ollama/ollama,12596,Does it support reordering model?,closed,2025-10-13 12:21:46,2025-10-13 19:12:51,
ollama/ollama,12595,Publish Ollama on Microsoft Store,closed,2025-10-13 11:49:55,2025-10-13 23:11:57,feature request
ollama/ollama,12594,"In Ollama v0.12.5, the reasoning model has a slower inference speed; the deepseek-r1:8b model has issues with reasoning and output, but the deepseek-r1:7b model works fine. Is this related to memory allocation?",closed,2025-10-13 10:03:54,2025-10-27 00:00:32,bug
ollama/ollama,12593,<think> tags omitted from qwen3 models,closed,2025-10-13 09:58:03,2025-10-13 11:32:08,bug
ollama/ollama,12592,DeepSeek Coder V2 fails in OpenCode: No Tooling Support ?!,closed,2025-10-13 03:17:07,2025-10-26 23:59:19,bug
ollama/ollama,12591,Best practices for concurrent embeddings in multi-node deployments,closed,2025-10-13 01:41:24,2025-10-26 23:57:58,
ollama/ollama,12590,"logs: fix bogus ""0 MiB free"" log line",closed,2025-10-12 21:38:11,2025-10-14 18:26:28,
ollama/ollama,12589,gpt-oss:120b no longer obeying Reasoning Effort setting,closed,2025-10-12 19:48:10,2025-10-12 22:23:04,bug
ollama/ollama,12588,Ollama v0.12.5 returns error when running Gemma3 model,closed,2025-10-12 16:43:48,2025-11-01 10:26:57,"bug,nvidia,needs more info"
ollama/ollama,12587,Multiline input,closed,2025-10-12 10:28:29,2025-10-13 20:59:51,
ollama/ollama,12586,ollama ps shows 100% GPU but the GPU is not utilized,closed,2025-10-12 09:16:19,2025-10-12 10:12:04,bug
ollama/ollama,12585,Ollama v0.12.5: nomic-embed-text is failing multiple times,open,2025-10-12 08:33:43,,"bug,embeddings"
ollama/ollama,12584,Ollama CUDA Error: the function requires an architectural feature absent from the device,closed,2025-10-12 02:46:46,2025-10-14 12:58:40,"bug,nvidia"
ollama/ollama,12583,Add support for Nvidia B200 GPUs,open,2025-10-12 01:26:49,,"feature request,nvidia"
ollama/ollama,12582,"Reapply ""add truncate and shift parameters",closed,2025-10-11 20:43:30,2025-10-11 23:06:14,
ollama/ollama,12581,routes: fix built-in renderers for `api/generate`,closed,2025-10-11 20:19:06,2025-10-11 21:10:23,
ollama/ollama,12580,"New Error: ""memory layout cannot be allocated"" when switching large multi-GPU models",closed,2025-10-11 19:08:27,2025-10-15 00:46:37,bug
ollama/ollama,12579,"Ollama v0.12.5 is slow comparing to v0.12.3 (43 vers. 3 s), in v0.12.5 model did not fit in GPU memory",closed,2025-10-11 19:07:45,2025-10-14 20:16:00,"bug,memory"
ollama/ollama,12578,qwen3-coder endless trash output,closed,2025-10-11 17:14:47,2025-10-11 21:10:24,bug
ollama/ollama,12577,granite4 template is missing Fill-In-the-Middle (FIM) code completions,open,2025-10-11 16:43:35,,bug
ollama/ollama,12576,"[Windows] Ollama server exits immediately on startup with ""exit status 1""",closed,2025-10-11 14:52:22,2025-10-12 12:05:20,
ollama/ollama,12575,"Using ""/no_think"" with HYBRID models does not work anymore",closed,2025-10-11 12:45:51,2025-10-21 16:11:10,bug
ollama/ollama,12574,Ollama doesn't use NVIDIA GPU after updated to v0.12.5,closed,2025-10-11 11:13:08,2025-10-11 15:11:34,bug
ollama/ollama,12573,Rocm with 9070 xt windows,open,2025-10-11 11:08:11,,bug
ollama/ollama,12572,Ollama doesn't work on Ventura 13.7.8 Mac OS after update,closed,2025-10-11 10:07:56,2025-10-11 17:28:43,bug
ollama/ollama,12571,Beepo-22B model not working in 0.12.5,closed,2025-10-11 04:49:54,2025-10-26 23:57:30,bug
ollama/ollama,12570,"In Ollama v0.12.5, the deepseek-r1:8b model outputs are chaotic, and its reasoning capabilities have significantly degraded, showing a serious performance regression compared to v0.11.11.",closed,2025-10-11 03:17:29,2025-10-13 16:15:06,bug
ollama/ollama,12569,"In Ollama v0.12.3 and v0.12.5, the deepseek-r1:8b model outputs are chaotic, and its reasoning capabilities have significantly degraded, showing a serious performance regression compared to v0.11.11.",closed,2025-10-11 03:01:15,2025-10-11 03:03:50,bug
ollama/ollama,12568,ollama model service not working,closed,2025-10-11 02:51:52,2025-10-26 23:57:12,bug
ollama/ollama,12567,doc: remove AMD EOL GPUs,closed,2025-10-11 00:05:40,2025-10-11 00:16:30,
ollama/ollama,12566,ollamarunner: fix deadlock,closed,2025-10-10 23:42:26,2025-10-10 23:49:57,
ollama/ollama,12565,discover: fix typo,closed,2025-10-10 23:00:40,2025-10-11 19:06:03,
ollama/ollama,12564,Doens't offload any layer into GPU RAM since 0.12.4 (AMD RX 7900 XTX on Windows),closed,2025-10-10 22:17:44,2025-10-30 22:12:15,"bug,windows,amd"
ollama/ollama,12563,"`wstring_convert` is deprecated in C++17, and will be removed in C++26",closed,2025-10-10 22:11:58,2025-10-10 22:52:51,
ollama/ollama,12562,add registries for parsers/renderers,closed,2025-10-10 18:55:56,2025-10-14 09:01:53,
ollama/ollama,12561,absence of thinking text of the prompt (created using previous messages) sent to the model qwen3:4b deployed in ollama,open,2025-10-10 15:28:07,,
ollama/ollama,12560,🤔 Does num_batch do anything?  If so what and how can we use it?,closed,2025-10-10 14:24:27,2025-10-21 23:13:38,bug
ollama/ollama,12559,Non-deterministic structured output with same seed,open,2025-10-10 13:47:31,,bug
ollama/ollama,12558,try1,closed,2025-10-10 04:19:05,2025-10-10 10:46:57,
ollama/ollama,12557,Ollama Tool Calling + Streaming Issue,closed,2025-10-10 02:20:45,2025-10-18 00:48:08,bug
ollama/ollama,12556,use llama runner for qwen3,closed,2025-10-10 01:09:43,2025-10-10 02:08:21,
ollama/ollama,12555,"thinking: allow `""think"": false` for non-thinking models",closed,2025-10-10 00:49:40,2025-10-10 01:46:00,
ollama/ollama,12554,incorrect gpt-oss:120b model after latest update,closed,2025-10-09 19:42:27,2025-10-09 19:59:56,bug
ollama/ollama,12553,logs: quiet down context canceled on completion and scheduler noise,closed,2025-10-09 15:43:46,2025-10-09 17:37:47,
ollama/ollama,12552,Llama cpp bump (df1b612): granite docling / mamba2 optimizations / multimodal encoding fixes,closed,2025-10-09 15:27:16,2025-10-13 22:26:18,
ollama/ollama,12551,the absence of reasoning text,closed,2025-10-09 15:15:27,2025-10-09 18:34:03,bug
ollama/ollama,12550,refactor(install.sh): major code cleanup,open,2025-10-09 14:35:36,,
ollama/ollama,12549,hf.co/LiquidAI/LFM2-8B-A1B-GGUF:latest,open,2025-10-09 08:10:25,,model
ollama/ollama,12548,Running Ollama Cloud Model with SpringBoot,closed,2025-10-09 07:53:21,2025-10-09 18:18:27,
ollama/ollama,12547,"When I use the fine tuned model to use ollama inference, there may be incorrect answers.",open,2025-10-09 07:29:45,,bug
ollama/ollama,12546,convert: add MiniCPM3-4B model support,open,2025-10-09 05:56:02,,model
ollama/ollama,12545,"Revert ""add truncate and shift parameters""",closed,2025-10-09 00:44:54,2025-10-09 00:57:57,
